"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Auts2",1.97156365785284,-0.103706175169453,0.0626474852921298,0.00483683585352681,0.0158742770681538
"Drg1",0.534679601210523,0.0678957585279353,0.0851435546562266,0.00492899413952968,0.0161161493775633
"4930419G24Rik",1.45860093821318,-0.150979438572525,0.141119688858221,0.0049943173371522,0.0162336588393009
"Lsamp",7.84587689017114,-0.0632632863471482,0.0470988796527537,0.00501619473277183,0.0162336588393009
"Atp6v0b",0.919068295547472,0.0126904029213704,0.0482048783479731,0.00502071922864977,0.0162336588393009
"Psd3",0.578304791702662,-0.00448715137963005,0.0531070393091023,0.00514679541360886,0.0165798981405186
"Asap1",0.688957500402535,-0.0251296277460117,0.0554883083979831,0.00543860001614962,0.0173959280034605
"Gm26694",0.518838571520766,0.0131926075387839,0.0543261348432747,0.00543996373991378,0.0173959280034605
"Rapgef4",0.694425140304556,-0.0378451713270887,0.0611084459268673,0.00546241369111091,0.0173974746296045
"Sgip1",0.519375642622741,0.00138276184737535,0.0527493423001302,0.00548030415021905,0.0173974746296045
"Hivep2",0.676875955522956,0.0247735143131207,0.056203997922558,0.00552508039653963,0.0174760695151417
"A230006K03Rik",0.622676052593409,-0.0786716577230934,0.0903223496145928,0.00560319688885674,0.0176591728663247
"R3hdm1",1.09627853169334,-0.0311867666126477,0.053959423466088,0.00567167564430807,0.0178106936600034
"Grin1",0.633008821732656,0.023834118707025,0.0553264890899621,0.00575534715065331,0.0180086668907539
"Gm28905",0.522761675918444,0.00719731493078665,0.0563991770785069,0.00588449077141647,0.0183470015837378
"Tmem108",0.58464063190569,0.0960492017207663,0.107254708138658,0.00594527239733113,0.0184705437824558
"Chn1",0.527881848408853,0.0710031574031115,0.0857774817099383,0.0060789573357593,0.0188188998372974
"Fkbp1a",0.377028880548389,0.0888242762202723,0.133222215320093,0.00630405910569553,0.0194467971705732
"Prr16",0.429840982697007,-0.166370780525162,0.210767992417712,0.00657408843147857,0.0202083774671859
"Lrrc7",1.37533253636586,-0.0674481045865905,0.060957449842259,0.00700042895624897,0.0214434192238784
"Grin2b",2.39180015391302,0.086424612234707,0.0550189260710206,0.00711904956467531,0.021730525419446
"Meg3",29.1771231563082,-0.0312996899358503,0.0166436263009017,0.0071503791232089,0.0217501079253009
"Ppia",0.387550650703035,-0.0348332655060253,0.0672463620329334,0.00731508252437067,0.0221738439019986
"Tenm3",1.17591340485845,-0.174906555827201,0.13628982185446,0.00798876464789296,0.0241321506491715
"Rundc3a",0.351610024891844,-0.418144206264639,0.144441464550777,0.00821486385609195,0.0247295729185113
"Ncam2",0.575905375996538,-0.212675277028459,0.165385361405572,0.00829441484988745,0.0248832445496623
"Lpp",0.464953313580997,0.023847270274233,0.0626608491633255,0.00839402325131921,0.0250958297890468
"Srsf5",0.542235083370841,-0.0407291053768733,0.0652312429973314,0.00851561399266414,0.0253724608040812
"Large",0.792328841799172,-0.149417685192397,0.100943326735942,0.00854972531065087,0.0253874496469327
"Arl15",0.485509478247193,-0.194060893710601,0.139016287835264,0.00861324685452205,0.0254893711999924
"Sntg1",0.628093545420534,-0.0324978339548573,0.059844543532718,0.00869815371795737,0.0256536763370837
"Tmem191c",0.803489402868326,-0.0537342469179953,0.0650391184855788,0.00923323942086448,0.0271401279946623
"Rbfox1",1.57986755236659,-0.124129753589242,0.0714124082980698,0.00938735916555495,0.0275005521863405
"D130043K22Rik",0.43423738873779,0.221942131563765,0.136689091658374,0.00949619929487188,0.0277263611519169
"Camk2d",0.408372047356905,-0.321749688627774,0.155840054656667,0.00965220083468039,0.0280879044289199
"Rtn4",0.404405026434368,0.29670027786035,0.130841994010867,0.00970924570078064,0.0281600381952874
"Pebp1",0.389868358807887,0.00969849264748141,0.0570985647099932,0.0103137024046584,0.0298141132426054
"Sema6d",0.512762800591767,0.0247269012461779,0.0598775694317969,0.01034857406177,0.0298161886334166
"Car10",0.849522766169866,-0.0874639656151382,0.0974170662596706,0.0104740613230648,0.0300784721547222
"Map1b",0.565948007225033,0.0856936718229321,0.0965099701558016,0.0106543640542171,0.0304959338338739
"Slc25a4",0.39365427643212,-0.00892506259384507,0.055772221943164,0.0109013618739697,0.0311009441698547
"Acp1",0.530052736756455,-0.00810541240944745,0.0537971278982575,0.0111934464750113,0.0318131073140651
"Pde4d",1.24685910948622,-0.0258457618378744,0.0512825808486099,0.0112238683307355,0.0318131073140651
"Tmem59l",0.367785222535128,0.296943350972874,0.156387132607912,0.0114202616795796,0.0322650111529871
"Syn2",0.562273873404335,-0.0603367908877781,0.07849573278514,0.0114616762330797,0.0322775591983181
"Phactr1",2.05923757900962,0.00587950743169715,0.0424730752961647,0.0118992049698936,0.0334019483560035
"Sphkap",0.437994965810811,-0.0643095895630064,0.0936067308337202,0.013186265480616,0.0368961851428775
"Haghl",0.43626340175641,-0.211114969418863,0.135075863736447,0.0135843239235876,0.0378885456399104
"Atp1a3",0.491349947306102,0.176471514762774,0.116705049382385,0.013781134894393,0.038315066123583
"Pcyt2",0.50716244655091,-0.0767035644741838,0.0916479042038683,0.014585654475326,0.0404230995459035
"Mapk10",0.718687557963604,-0.062914143669089,0.0723601198919381,0.0146537451764708,0.0404832896805666
"Chrm3",0.480787229041623,-0.0734076680812225,0.13479261091622,0.0149548877633012,0.041184911726694
"Mad1l1",0.664084784544294,-0.00106496855430397,0.0528005647627997,0.0154669538677127,0.0424611658066453
"Mkl2",0.46880086546157,0.150767607538675,0.14390803425313,0.0156250164417033,0.0427606249329372
"Pkm",0.390211782961084,-0.0046182668525329,0.05588787281793,0.0157221634303106,0.0428920271083162
"Ryr2",0.635683607033785,-0.143202116796471,0.113568104457034,0.0159193868903263,0.0432947811690183
"Kcnip4",9.58003391120898,-0.0662088449176508,0.0501571073437382,0.0164582267586406,0.0446212172679915
"Kcnq3",0.53554942380423,0.0622494426113941,0.0855701123267497,0.0171457017493898,0.0463411691245118
"Chsy3",0.455097196010236,-0.232885285912942,0.162233099909777,0.0173129182431869,0.0466486963774758
"2010111I01Rik",0.486919985002406,-0.0126646763271645,0.054588800827407,0.0173889635493116,0.0467094313186125
"Uqcr11",0.349509248773818,0.0571253761205558,0.0922564829288285,0.0175447204978753,0.0469832545848011
"Trpm3",1.04929517203506,-0.0311564218319089,0.0650639646996851,0.017858947992091,0.0476784758320963
"Camk2n1",0.386363622259134,0.0133123017162888,0.0586194004624814,0.0185741825064505,0.0494367723418637
"Chgb",0.336148277051855,0.49809758533739,0.154411513082148,0.0186494563167998,0.049486247308712
"Gm20754",0.392231150120786,-0.201286163898284,0.203908331622919,0.0187397942236454,0.0495752738098256
"Ube2e2",0.671052835111926,-0.00260638920205465,0.0515532540639423,0.0190129244472188,0.0501458702187977
"Kirrel3",0.733219517176947,-0.106309319675689,0.134717343989402,0.0191225295064402,0.0502830369250671
"Robo2",0.391308861625023,-0.279959636085602,0.177110742761937,0.0194416219364435,0.0509685764279734
"Pcdh15",1.20282168532709,0.0196054275066467,0.0571731591696111,0.0198012418541837,0.0517559405350369
"Nrxn3",3.55401402026247,-0.0303677348699115,0.0493132100820891,0.0200039639561326,0.052129732936429
"Gabrb3",0.880612994947929,-0.0402381568619196,0.0575543006870506,0.020823353973093,0.0541035357693756
"Fam189a1",0.527214616823072,-0.0063908099907084,0.0529733095629619,0.0211943568863058,0.0549040758508752
"Atp2b1",0.625792135527279,-0.0561499732906228,0.0713675475874051,0.02320716404712,0.0599403970802832
"Il1rapl2",0.459472315372293,-0.0688951727512961,0.1262081043486,0.0235064090691189,0.0605342038859611
"Nudcd3",0.35880989295,0.395512143691758,0.139518846664708,0.0243334375385609,0.0624796793269519
"Fam19a1",1.03987988665974,-0.0789697644348271,0.0914322346025191,0.0253285954883482,0.0648441755464164
"Uqcrq",0.369036643572359,-0.0211616699547776,0.0611157961714125,0.0256377664534645,0.065443772262791
"Shank1",0.431779211189518,-0.180226722345048,0.144797799992444,0.0266609667310032,0.0678572127001918
"Magi2",1.42906646894853,-0.0430246016376832,0.0566680075785,0.0268067900130453,0.068030022329618
"Hecw1",0.462314353425816,0.00741830965532262,0.0546072575217893,0.0272017673801068,0.0688322983270528
"Mef2c",0.735318604072529,-0.0053919146054304,0.0519082829867502,0.0275265609457567,0.0694528546405943
"Egfem1",1.23741006320592,-0.0591177943707642,0.0796975199736509,0.027885306629816,0.0701552527026784
"Fut9",0.406070061123553,-0.0420244834509964,0.0727830798915917,0.0286166705178897,0.0717883717302232
"Sgcz",3.1591808406443,-0.0413103066472238,0.0625090332153116,0.0296759271964176,0.0742323336460531
"Rabgap1l",0.694654347895574,-0.0379676597108826,0.0596214404361656,0.0297874362683305,0.074298376749293
"Kcnk2",0.3855215569169,0.0123690014804514,0.058360170251963,0.0299463802927693,0.074482022779452
"Ak5",0.640030145035189,0.0492989313960203,0.0706701922821707,0.0309170718580523,0.07667785151159
"St6galnac5",0.793408027903918,-0.0941979439915739,0.0894836870393442,0.0311397693586997,0.0770113842780308
"Rere",0.533503173155379,-0.0230653407271764,0.0565097888344504,0.0328738995611853,0.081070379426313
"BC005561",0.458871708962068,0.0806630355339959,0.100750436149581,0.0335061700331106,0.0823968632081846
"Pi4ka",0.449875723057299,-0.0444156284903921,0.069908593748756,0.0340009434496837,0.0833787180662186
"Plcb1",1.00255731429213,-0.000889333886972939,0.0500462360885328,0.0362663035073051,0.0885936478902847
"Rasal2",0.475578751215249,-0.0722754821888873,0.0961505501461784,0.0363304993639426,0.0885936478902847
"Brinp3",0.354166616123675,0.0511616674206915,0.0936421120474897,0.0370825675289986,0.0901257791244685
"Cpeb3",0.835049536616971,0.000777791033647403,0.0496733694416566,0.0371652697420489,0.0901257791244685
"Brinp1",0.641499996908042,-0.0269850301521344,0.057138862886395,0.0377623888199106,0.0911318151014475
"Prickle2",0.579054650755629,-0.0812993075180158,0.0941589337696422,0.0377889084384009,0.0911318151014475
"Calm3",0.374729538379882,0.0480862402951491,0.0780279804231214,0.0382888687730696,0.0920831472145724
"Gabra1",0.362590948615076,0.0598297296056611,0.0918836666700012,0.0390153848712685,0.0935726126170807
"Msra",0.781374074503977,0.0122132560751727,0.051788415491806,0.0393890069194958,0.094209871344438
"Epha5",1.14967517858364,-0.0102634849236745,0.046578980747353,0.0403750982021362,0.0963045375149314
